Name,Money,Route,Location on Route,Pokemon,Level,Attack 1,Attack 2,Attack 3,Attack 4,EXP,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed
,,,,Gyarados,30,Thrash,Bite,Dragon Rage,Leer,1375,97,80,52,45,65,47
,,,,Gyarados,35,Bite,Dragon Rage,Leer,Twister,1605,111,82,60,51,75,61
Expert Paxton [2],1320,Route 132,,Swellow,33,Quick Attack,Wing Attack,Double Team,Endeavour,1144,82,61,44,34,38,95
[2],,,,Breloom,33,Mega Drain,Headbutt,Mach Punch,Counter,1166,82,90,51,48,44,51
Cooltrainer Darcy [2],1584,Route 132,,Pelipper,33,Mist,Protect,Stockpile,Swallow,1158,82,38,63,67,51,47
[2],,,,Camerupt,33,Focus Energy,Take Down,Amnesia,Rock Slide,1236,89,71,51,74,54,31
Expert Makayla [2],1320,Route 132,,Roselia,33,Leech Seed,Magical Leaf,Grasswhistle,Giga Drain,1074,76,48,34,71,57,42
[2],,,,Medicham,33,Hidden Power,Mind Reader,Calm Mind,Hi Jump Kick,1080,82,44,54,44,54,57
Cooltrainer Jonathan [2],1584,Route 132,,Kecleon,33,Fury Swipes,Psybeam,Screech,Slash,932,82,64,51,44,75,34
[2],,,,Loudred,33,Astonish,Howl,Supersonic,Stomp,890,98,56,29,51,33,36
Cooltrainer Warren ,1584,Route 133,,Graveler,33,Rock Throw,Magnitude,Selfdestruct,Rollout,947,83,71,84,38,38,32
,,,Fly To Pacifidlog,Ludicolo,33,Astonish,Growl,Absorb,Nature Power,1279,99,55,55,68,74,55
Swimmer Debra [2],272,Route 133,Bottom Path,Seaking,34,Supersonic,Horn Attack,Flail,Fury Attack,1238,98,67,49,44,59,56
Swimmer Franklin [2],272,Route 133,,Sealeo,34,Ice Ball,Body Slam,Aurora Beam,Hail,932,105,45,52,56,52,35
Dragon Tamer Aaron [2],1632,Route 134,,Bagon,34,Dragon Breath,Headbutt,Focus Energy,Ember,648,85,66,56,42,35,49
Cooltrainer Marley [2],1632,Route 134,,Manectric,34,Bite,Roar,Thunder Wave,Thunderbolt,1224,102,59,56,86,61,86
Bird Keeper Alex [2],1056,Route 134,,Natu,33,Night Shade,Teleport,Wish,Future Sight,516,75,47,40,57,40,51
[2],,,,Swellow,33,Quick Attack,Wing Attack,Double Team,Endeavour,1144,88,67,55,43,38,93
Sailor Kelvin [2],1056,Route 134,,Machoke,33,Seismic Toss,Foresight,Revenge,Vital Throw,1032,101,76,57,43,50,40
[2],,,Fly To Pacifidlog,Spheal,33,Ice Ball,Body Slam,Aurora Beam,Hail,530,95,37,43,47,38,29
Black Belt Kiyo,1088,Route 132,Top-Mid Path,Hariyama,34,Fake Out,Whirlwind,Knock Off,Smellingsalt,1340,146,90,49,39,44,43
Expert Conor [2],1320,Route 133,,Chinchou,33,Flail,Water Gun,Spark,Confuse Ray,636,92,27,30,41,45,49
[2],,,,Hariyama,33,Fake Out,Whirlwind,Knock Off,Smellingsalt,1300,145,92,52,39,52,45
Expert Mollie [2],1320,Route 133,,Whiscash,33,Magnitude,Amnesia,Rest,Snore,1116,115,50,58,55,51,44
[2],,,,Meditite,33,Hidden Power,Mind Reader,Calm Mind,Hi Jump Kick,642,70,35,49,39,49,57
Bird Keeper Beck,1088,Route 133,,Tropius,34,Stomp,Sweet Scent,Whirlwind,Magical Leaf,1231,111,51,54,53,70,39
Sailor Hudson,1088,Route 134,Fly to Pacifidlog,Wailmer,34,Whirlpool,Astonish,Water Pulse,Mist,998,132,52,25,57,28,45
Swimmer Gilbert,272,Route 132,Top Path,Sharpedo,34,Scary Face,Crunch,Screech,Slash,1275,91,77,35,69,32,69
Swimmer Dana,272,Route 132,,Azumarill,34,Water Gun,Rollout,Bubblebeam,Double-Edge,1114,112,42,53,39,59,39
Swimmer Linda,264,Route 133,,Horsea,33,Smokescreen,Leer,Water Gun,Twister,586,62,31,56,51,21,39
,,,,Seadra,33,Smokescreen,Leer,Water Gun,Twister,1096,79,47,60,67,34,67
Swimmer Laurel ,264,Route 134,,Luvdisc,33,Water Gun,Agility,Take Down,Attract,777,71,24,45,31,47,62
,,,,Luvdisc,33,Water Gun,Agility,Take Down,Attract,777,71,24,41,34,42,69
Swimmer Jack,272,Route 134,,Gyarados,34,Thrash,Bite,Dragon Rage,Leer,1559,108,90,58,45,73,60
Black Belt Hitoshi [2],1024,Route 134,,Machop,32,Seismic Toss,Foresight,Revenge,Vital Throw,602,88,58,41,26,29,29
[2],,,,Machoke,32,Karate Chop,Seismic Toss,Foresight,Revenge,1000,100,76,51,44,56,41
Batle Girl Reyna [2],792,Route 134,,Meditite,33,Hidden Power,Mind Reader,Calm Mind,Hi Jump Kick,642,64,33,38,36,43,46
[2],,,Fly to Sootopolis,Hariyama,33,Fake Out,Whirlwind,Knock Off,Smellingsalt,1300,145,92,57,35,52,45
Sis and Bro Reli & Ian [2],792,Route 131,Origin Cave,Azumarill,35,Water Gun,Rollout,Bubblebeam,Double-Edge,1146,115,36,61,44,61,40
[2],,,Fly to Pacifidlog,Wingull,33,Supersonic,Wing Attack,Mist,Quick Attack,452,69,21,26,41,24,61
Swimmer Herman,264,Route 131,,Wingull,33,Supersonic,Wing Attack,Mist,Quick Attack,452,69,24,21,41,24,67
,,,Quaza Jesus Seq.,Tentacruel,33,Constrict,Acid,Bubblebeam,Wrap,1449,95,45,47,57,84,78
Beauty Tiffany [2],3120,Sootopolis Gym,Left First,Carvanha,39,Crunch,Screech,Take Down,Swagger,734,88,86,25,60,22,60
[2],,,,Sharpedo,39,Crunch,Screech,Slash,Taunt,1462,108,103,36,83,44,83
Lass Crissy [2],624,Sootopolis Gym,,Goldeen,39,Horn Attack,Flail,Fury Attack,Waterfall,926,88,61,61,32,48,58
[2],,,,Wailmer,39,Astonish,Water Pulse,Mist,Rest,1144,155,57,36,64,36,61
Lady Brianna [2],8000,Sootopolis Gym,Right Second,Seaking,40,Supersonic,Horn Attack,Flail,Fury Attack,1456,121,85,64,70,68,66
Beauty Bridget [2],3200,Sootopolis Gym,,Azumarill,40,Water Gun,Rollout,Bubblebeam,Double-Edge,1310,137,52,76,57,68,52
Pokefan Bethany [2],3120,Sootopolis Gym,Center Third,Azurill,35,Tail Whip,Bubble,Slam,Water Gun,246,84,23,37,20,37,25
[2],,,,Marill,37,Rollout,Bubblebeam,Double-Edge,Rain Dance,458,103,24,41,24,46,42
[2],,,,Azumarill,39,Water Gun,Rollout,Bubblebeam,Double-Edge,1278,131,43,72,48,79,48
Beauty Olivia [2],3120,Sootopolis Gym,,Clamperl,35,Iron Defense,Whirlpool,Rain Dance,Water Pulse,1064,73,54,74,61,47,27
[2],,,,Corphish,37,Taunt,Crabhammer,Water Pulse,,880,83,61,57,50,35,35
[2],,,,Lombre,39,Uproar,Fury Swipes,Fake Out,Water Pulse,1178,100,43,52,56,64,48
Lady Daphne [2],7800,Sootopolis Gym,,Luvdisc,39,Attract,Sweet Kiss,Flail,Water Pulse,918,87,33,52,40,60,85
[2],,,,Luvdisc,39,Attract,Safeguard,Take Down,Water Pulse,918,87,33,52,44,60,76
Pokefan Annika [2],3120,Sootopolis Gym,,Feebas,39,Flail,Water Pulse,Return,Attract,508,69,18,25,18,52,72
[2],,,,Feebas,39,Flail,Water Pulse,Return,Attract,508,69,18,25,17,52,79
Lass Andrea,640,Sootopolis Gym,,Luvdisc,40,Take Down,Attract,Sweet Kiss,Flail,942,89,36,47,41,61,87
Beauty Connie,3200,Sootopolis Gym,,Goldeen,40,Horn Attack,Flail,Fury Attack,Waterfall,951,90,56,57,37,49,66
Leader Juan,4600,Sootopolis Gym,,Luvdisc,41,Water Pulse,Flail,Sweet Kiss,Attract,966,96,42,59,42,68,94
,,,,Kingdra,46,Ice Beam,Water Pulse,Double Team,Rest,2040,138,106,106,106,95,106
,,,,Sealeo,43,Aurora Beam,Water Pulse,Body Slam,Encore,1179,140,66,75,79,67,59
,,,,Whiscash,41,Water Pulse,Earthquake,Rain Dance,Amnesia,1388,151,78,66,77,73,70
,,,,Crawdaunt,43,Crabhammer,Water Pulse,Taunt,Leer,1483,117,129,88,82,62,62
Fisherman Jonah,1280,Route 127,Far Right Island,Wailmer,30,Rollout,Whirlpool,Astonish,Water Pulse,880,118,51,26,47,26,36
,,,,Tentacool,31,Constrict,Acid,Bubblebeam,Wrap,697,65,29,26,39,60,48
,,,,Sharpedo,32,Focus Energy,Scary Face,Crunch,Screech,1200,86,81,30,65,30,65
Fisherman Henry,1360,Route 127,Far Right Island,Carvanha,31,Scary Face,Crunch,Screech,Take Down,584,68,60,17,45,18,40
,,,,Tentacruel,34,Constrict,Acid,Bubblebeam,Wrap,1493,98,52,44,59,94,73
Fisherman Roger ,1400,Route 127,Far Right Island,Magikarp,15,Splash,Tackle,,,64,31,8,21,8,11,29
,,,,Magikarp,25,Splash,Tackle,,,107,45,9,32,12,16,45
,,,,Gyarados,35,Bite,Dragon Rage,Leer,Twister,1605,111,92,54,47,82,61
Triathlete Camden,1360,Route 127,,Staryu,33,Camouflage,Swift,Bubblebeam,Minimize,749,62,34,41,56,41,54
,,,,Staryu,33,Camouflage,Swift,Bubblebeam,Minimize,749,62,34,41,45,45,61
Black Belt Koji,1088,Route 127,Giant Island South,Machoke,34,Seismic Toss,Foresight,Revenge,Vital Throw,1063,98,73,52,39,45,35
Cooltrainer Ruben ,1632,Route 128,,Shiftry,34,Pound,Harden,Growth,Nature Power,1318,109,77,49,70,49,63
,,,,Nosepass,34,Block,Thunder Wave,Rock Slide,Sandstorm,786,68,39,110,39,63,29
Fisherman Wayne ,1440,Route 128,Island Near EGC,Tentacool,31,Constrict,Acid,Bubblebeam,Wrap,697,65,29,26,32,73,48
,,,,Tentacool,31,Constrict,Acid,Bubblebeam,Wrap,697,65,26,26,36,67,52
,,,,Wailmer,36,Whirlpool,Astonish,Water Pulse,Mist,1056,139,55,27,55,33,48
Trialthete Katelyn,1400,Route 128,Right Center,Staryu,35,Camouflage,Swift,Bubblebeam,Minimize,795,66,32,47,54,43,64
Swimmer Carlee [2],280,Route 128,Route to EGC,Seaking,35,Supersonic,Horn Attack,Flail,Fury Attack,1274,101,69,50,45,61,57
Swimmer Harrison [2],280,Route 128,Route to EGC,Tentacruel,35,Constrict,Acid,Bubblebeam,Wrap,1536,101,54,50,61,89,75
Cooltrainer Albert,2064,Victory Road,1F,Magneton,43,Sonicboom,Thunder Wave,Spark,Lock-On,1483,101,61,91,124,70,63
,,,,Muk,43,Sludge,Minimize,Screech,Acid Armor,1446,148,110,74,66,86,53
PKMN Trainer Wally ,2700,Victory Road,1F,Altaria,44,Dragonbreath,Aerial Ace,Dragon Dance,Safeguard,1772,127,74,92,66,105,91
,,,,Delcatty,43,Faint Attack,Sing,Charm,Assist,1271,120,68,68,60,60,72
,,,,Magneton,41,Tri Attack,Thunderbolt,Supersonic,Screech,1414,99,61,99,99,69,69
,,,,Roselia,44,Magical Leaf,Giga Drain,Leech Seed,Toxic,1433,105,71,52,90,83,70
,,,,Gardevoir,45,Psychic,Future Sight,Double Team,Calm Mind,2005,129,77,77,131,109,99
Cooltrainer Hope,2160,Victory Road,1F,Roselia,45,Giga Drain,Ingrain,Sweet Scent,Toxic,1465,105,64,55,100,73,68
Cooltrainer Shannon,2160,Victory Road,B1F,Claydol,45,Hyper Beam,Ancientpower,Cosmic Power,Sandstorm,1822,114,73,93,73,118,84
Cooltrainer Samuel,2016,Victory Road,B1F,Swellow,42,Wing Attack,Double Team,Endeavour,Aerial Ace,1458,107,81,60,52,52,115
,,,,Mawile,42,Faint Attack,Baton Pass,Crunch,Iron Defense,882,99,72,81,56,61,52
,,,,Kadabra,42,Recover,Future Sight,Role Play,Psychic,1305,90,39,38,110,68,88
Cooltrainer Julie,2016,Victory Road,B2F,Sandslash,42,Slash,Swift,Fury Swipes,Poison Sting,1467,120,94,102,47,56,64
,,,,Ninetales,42,Ember,Quick Attack,Confuse Ray,Safeguard,1602,118,80,73,70,94,94
,,,,Tropius,42,Solarbeam,Magical Leaf,Body Slam,Whirlwind,1521,140,60,79,70,91,52
Cooltrainer Owen ,2016,Victory Road,B2F,Kecleon,42,Psybeam,Screech,Slash,Substitute,1188,107,85,68,66,99,43
,,,,Graveler,42,Magnitude,Selfdestruct,Rollout,Rock Blast,1206,103,89,106,47,47,39
,,,,Wailord,42,Astonish,Water Pulse,Mist,Rest,1854,199,85,42,93,47,60
Cooltrainer Dianne [2],2064,Victory Road,B2F,Claydol,43,Skill Swap,Earthquake,,,1740,104,65,95,71,108,62
[2],,,,Lanturn,43,Thunderbolt,Earthquake,,,1436,160,54,59,70,70,55
Cooltrainer Felix [2],2064,Victory Road,B2F,Medicham,43,Psychic,,,,1408,104,56,62,73,61,69
[2],,,,Claydol,43,Skill Swap,Earthquake,,,1740,104,71,85,65,108,69
Cooltrainer Caroline,2064,Victory Road,B2F,Skarmory,43,Fury Attack,Air Cutter,Steeel Wing,Spikes,1548,114,78,143,39,70,70
,,,,Sableye,43,Faint Attack,Knock Off,Confuse Ray,Shadow Ball,903,101,74,74,66,66,53
Cooltrainer Vito ,2016,Victory Road,B2F,Dodrio,42,Fury Attack,Tri Attack,Rage,Uproar,1422,107,102,74,60,60,84
,,,,Kadabra,42,Recover,Future Sight,Role Play,Psychic,1305,90,39,38,110,68,88
,,,,Electrode,42,Spark,Selfdestruct,Rollout,Light Screen,1350,107,52,74,69,77,127
,,,,Shiftry,42,Pound,Harden,Growth,Nature Power,1629,132,84,60,85,60,84
Cooltrainer Mitchell [2],2064,Victory Road,B2F,Lunatone,43,Explosion,Reflect,Light Screen,Psychic,1382,113,52,54,86,85,65
[2],,,,Solrock,43,Explosion,Reflect,Light Screen,Shadow Ball,1382,113,86,70,52,60,71
Cooltrainer Halle [2],2064,Victory Road,B2F,Sableye,43,Faint Attack,Knock Off,Confuse Ray,Shadow Ball,902,96,75,69,60,54,48
[2],,,,Absol,43,Swords Dance,Double Team,Slash,Future Sight,1602,108,116,50,69,56,75
Cooltrainer Michelle ,2016,Victory Road,B2F,Torkoal,42,Protect,Flamethrower,Iron Defense,Amnesia,1449,115,81,127,81,61,28
,,,,Ludicolo,42,Astonish,Growl,Absorb,Nature Power,1629,124,68,68,85,94,68
,,,,Medicham,42,Mind Reader,Calm Mind,Hi Jump Kick,Psych Up,1377,107,60,80,54,73,77
Cooltrainer Edgar,2064,Victory Road,1F,Cacturne,43,Faint Attack,Needle Arm,Ingrain,Spikes,1630,118,109,61,109,54,62
,,,,Pelipper,43,Protect,Mist,Stockpile,Swallow,1511,109,53,96,83,63,72
Cooltrainer Katelynn [2],2064,Victory Road,1F,Gardevoir,43,Skill Swap,Psychic,Thunderbolt,Calm Mind,1916,116,66,66,105,119,78
[2],,,,Slaking,43,Earthquake,Shadow Ball,Aerial Ace,Brick Break,1934,187,147,96,81,66,105
Cooltrainer Quincy [2],2064,Victory Road,1F,Slaking,43,Attract,Ice Beam,Thunderbolt,Flamethrower,1934,187,147,86,100,66,96
[2],,,,Dusclops,43,Skill Swap,Protect,Will-o-wisp,Toxic,1648,92,77,121,54,121,31
Elite Four Sidney ,4900,Pokemon  League,,Mightyena,46,Crunch,Double Edge,Sand-Attack,Roar,1261,134,101,83,81,66,83
,,,,Absol,49,Aerial Ace,Rock Slide,Slash,Swords Dance,1827,137,132,85,93,78,93
,,,,Shiftry,48,Extrasensory,Double Team,Swagger,Torment,1861,158,115,77,94,77,105
,,,,Crawdaunt,48,Surf,Strength,Facade,Swords Dance,1656,132,147,101,105,64,72
,,,,Cacturne,46,Faint Attack,Needle Arm,Cotton Spore,Leech Seed,1744,134,136,74,111,74,69
Elite Four Phoebe,5100,Pokemon  League,,Dusclops,48,Shadow Punch,Protect,Confuse Ray,Curse,1841,110,94,144,77,129,43
,,,,Dusclops,51,Ice Beam,Shadow Ball,Rock Slide,Earthquake,1956,117,92,153,73,168,46
,,,,Sableye,50,Shadow Ball,Night Shade,Faint Attack,Double Team,1050,125,95,95,76,93,70
,,,,Banette,49,Shadow Ball,Faint Attack,Will-o-wisp,Grudge,1879,136,118,83,101,89,83
,,,,Banette,49,Shadow Ball,Psychic,Thunderbolt,Facade,1879,136,132,83,101,72,91
Elite Four Glacia ,5300,Pokemon  League,,Sealeo,50,Ice Ball,Body Slam,Hail,Encore,1371,165,88,90,95,90,58
,,,,Glalie,50,Ice Beam,Icy Wind,Crunch,Light Screen,2003,155,100,100,100,100,100
,,,,Sealeo,52,Blizzard,Double Edge,Hail,Attract,1426,171,83,93,98,93,67
,,,,Glalie,52,Ice Beam,Explosion,Shadow Ball,Hail,2083,160,103,92,113,103,103
,,,,Walrein,53,Ice Beam,Surf,Body Slam,Sheer Cold,2180,196,106,116,122,104,99
Elite Four Drake ,5500,Pokemon  League,,Shelgon,52,Rock Tomb,Double Edge,Dragon Claw,Protect,1604,145,119,124,91,72,64
,,,,Altaria,54,Dragonbreath,Aerial Ace,Double Edge,Dragon Dance,2175,161,86,118,105,134,107
,,,,Kingdra,53,Surf,Body Slam,Dragon Dance,Smokescreen,2350,158,121,121,121,121,111
,,,,Flygon,53,Dragonbreath,Earthquake,Crunch,Flamethrower,2237,163,126,115,105,94,126
,,,,Salamence,55,Dragon Claw,Rock Slide,Crunch,Flamethrower,2569,186,153,121,143,110,132
Champion Wallace,11600,Pokemon  League,,Wailord,57,Blizzard,Double Edge,Water Spout,Rain Dance,2516,278,125,73,137,65,91
,,,,Tentacruel,55,Ice Beam,Sludge,Hydro Pump,Toxic,2416,170,99,93,110,169,118
,,,,Milotic,58,Ice Beam,Surf,Toxic,Recover,2647,196,92,102,138,183,116
,,,,Gyarados,56,Surf,Hyper Beam,Earthquake,Dragon Dance,2568,189,162,110,97,120,113
,,,,Ludicolo,56,Giga Drain,Surf,Double Team,Leech Seed,2172,172,100,100,123,134,100
,,,,Whiscash,56,Surf,Hyper Beam,Earthquake,Amnesia,1896,206,109,104,107,111,80
School Kid Paul,300,Trick House,Puzzle 2,Numel,15,Growl,Tackle,Ember,,282,43,20,17,24,19,15
,,,,Oddish,15,Absorb,Sweet Scent,Poisonpowder,,250,38,20,23,27,21,14
,,,Right Tree,Wingull,15,Growl,Water Gun,Supersonic,Wing Attack,205,37,14,14,18,15,30
School Kid Georgia,320,Trick House,Puzzle 2,Shroomish,16,Tackle,Stun Spore,Leech Seed,Mega Drain,222,45,17,24,18,24,14
,,,,Beautifly,16,Absorb,Gust,,,552,45,29,18,33,21,25
School Kid Ted,340,Trick House,Puzzle 2,Ralts,17,Growl,Confusion,Double Team,Teleport,255,36,13,14,18,17,18
Camper Justin,384,Trick House,Puzzle 3,Kecleon,24,Faint Attack,Fury Swipes,Psybeam,Screech,678,62,48,38,36,62,21
Picknicker Martha,368,Trick House,Puzzle 3,Skitty,23,Attract,Sing,Doubleslap,Assist,320,56,27,25,21,21,25
,,,,Swablu,23,Astonish,Sing,Fury Attack,Safeguard,364,53,25,32,20,39,28
Hiker Alan,880,Trick House,Puzzle 3,Geodude,22,Mud Sport,Rock Throw,Magnitude,Selfdestruct,405,49,40,44,18,19,13
,,,,Nosepass,22,Harden,Rock Throw,Block,Thunder Wave,509,45,26,64,24,39,18
,,,Drawers,Graveler,22,Mud Sport,Rock Throw,Magnitude,Selfdestruct,631,56,46,55,26,24,18
Black Belt Yuji,832,Trick House,Puzzle 4,Makuhita,26,Arm Thrust,Vital Throw,Fake Out,Whirlwind,484,76,39,23,18,25,18
,,,Left Window,Machoke,26,Karate Chop,Seismic Toss,Foresight,Revenge,813,80,60,44,34,39,31
Black Belt Cora,648,Trick House,Puzzle 4,Meditite,27,Confusion,Detect,Hidden Power,Mind Reader,526,56,29,37,31,33,40
Battle Girl Paula,648,Trick House,Puzzle 4,Breloom,27,Leech Seed,Mega Drain,Headbutt,Mach Punch,954,72,78,51,46,36,44
Pokemon Ranger Sophia,1824,Trick House,Puzzle 6,Swablu,38,Safeguard,Mist,Take Down,Mirror Move,602,84,37,52,33,64,49
,,,,Roselia,38,Magical Leaf,Grasswhistle,Giga Drain,Sweet Scent,1237,88,57,41,74,68,56
Pokemon Ranger Sebastian,1872,Trick House,Puzzle 6,Cacturne,39,Pin Missile,Ingrain,Faint Attack,Spikes,1479,105,97,59,87,54,50
Bird Keeper Benny,1152,Trick House,Puzzle 6,Swellow,36,Quick Attack,Wing Attack,Double Team,Endeavour,1249,89,66,48,45,41,85
,,,[5: Left Tree],Pelipper,36,Mist,Protect,Stockpile,Swallow,1265,89,41,77,72,55,45
,,,[6: Right Cupboard],Xatu,36,Night Shade,Teleport,Wish,Future Sight,1319,92,59,55,80,55,65
Psychic Joshua [2],984,Trick House,Puzzle 7,Kadabra,41,Recover,Future Sight,Role Play,Psychic,1272,83,33,26,113,62,91
[2],,,Right Window,Solrock,41,Fire Spin,Psywave,Cosmic Power,Rock Slide,1316,108,90,66,50,58,62
Hex Maniac Patricia [2],984,Trick House,Puzzle 7,Banette,41,Curse,Spite,Will-o-Wisp,Faint Attack,1572,103,99,58,73,56,58
[2],,,,Lunatone,41,Hypnosis,Psywave,Cosmic Power,Psychic,1316,108,55,58,82,66,62
Psychic Mariella [2],984,Trick House,Puzzle 7,Chimecho,41,Psywave,Double-Edge,Heal Bell,Safeguard,1290,104,46,62,73,77,58
Gentleman Everett [2],3280,Trick House,Puzzle 7,Wobbuffet,41,Counter,Mirror Coat,Safeguard,Destiny Bond,1554,206,32,52,32,52,32
Psychic Alexis,984,Trick House,Puzzle 7,Kirlia,41,Calm Mind,Psychic,Imprison,Future Sight,1230,82,33,33,63,50,41
,,,,Xatu,41,Night Shade,Teleport,Wish,Future Sight,1502,104,66,62,82,62,82
Psychic Alvaro,984,Trick House,Puzzle 7,Banette,41,Curse,Spite,Will-o-Wisp,Faint Attack,1572,103,89,58,73,56,63
,,,,Kadabra,41,Recover,Future Sight,Role Play,Psychic,1273,83,29,29,103,62,100
Cooltrainer Keira,2160,Trick House,Puzzle 8,Lairon,45,Take Down,Iron Tail,Protect,Metal Sound,1465,114,91,136,55,55,46
,,,,Manectric,45,Odor Sleuth,Roar,Bite,Thunder,1620,123,84,64,93,64,104
Cooltrainer Vincent,2112,Trick House,Puzzle 8,Sableye,44,Faint Attack,Knock Off,Confuse Ray,Shadow Ball,924,103,76,68,67,73,54
,,,,Sharpedo,44,Screech,Slash,Taunt,Swagger,1650,120,115,45,93,49,83
,,,,Medicham,44,Mind Reader,Calm Mind,Hi Jump Kick,Psych Up,1442,112,63,76,69,68,80
Cooltrainer Leroy,2208,Trick House,Puzzle 8,Mawile,46,Iron Defense,Stockpile,Swallow,Spit Up,966,107,79,88,67,61,56
,,,,Starmie,46,Rapid Spin,Recover,Swift,Confuse Ray,2040,116,79,88,112,88,104
Young Couple Lea & Jed [2],2880,S.S. Tidal,Cabin 1,Luvdisc,45,Take Down,Attract,Sweet Kiss,Flail,1060,93,32,54,41,63,92
[2],,,,Luvdisc,45,Take Down,Attract,Sweet Kiss,Flail,1060,93,32,59,36,63,92
Rich Boy Garret,9000,S.S. Tidal,Cabin 3,Azumarill,45,Rollout,Bubblebeam,Double-Edge,Rain Dance,1475,145,50,77,50,77,50
Gentleman Micah,3520,S.S. Tidal,Cabin 4,Manectric,44,Spark,Odor Sleuth,Roar,Bite,1584,115,63,62,97,57,97
,,,,Manectric,44,Spark,Odor Sleuth,Roar,Bite,1584,115,71,57,97,57,97
Sailor Phillip,1408,S.S. Tidal,Basement,Tentacruel,44,Acid,Bubblebeam,Wrap,Barrier,1932,124,66,62,75,99,102
,,,,Machoke,44,Foresight,Revenge,Vital Throw,Submission,1376,124,93,59,53,57,44
Sailor Leonard,1376,S.S. Tidal,Basement,Machop,43,Vital Throw,Submission,Cross Chop,Scary Face,810,113,73,48,38,31,35
,,,,Pelipper,43,Mist,Protect,Stockpile,Swallow,1511,104,43,100,78,65,60
,,,(3 loops),Machoke,43,Foresight,Revenge,Vital Throw,Submission,1345,121,100,65,48,50,43
Lady Anette Naomi,9000,S.S. Tidal,Cabin 7,Roselia,45,Giga Drain,Sweet Scent,Ingrain,Toxic,1465,105,64,50,90,90,68
Gentleman Thomas,3600,S.S. Tidal,Cabin 6,Zangoose,45,Slash,Pursuit,Crush Claw,Taunt,1591,120,118,59,53,59,86
Pokefan Colton,3360,S.S. Tidal,Cabin 8,Skitty,22,Assist,Charm,Faint Attack,Heal Bell,306,54,26,21,20,20,27
,,,,Skitty,36,Assist,Charm,Faint Attack,Heal Bell,501,82,37,33,33,30,41
,,,,Skitty,40,Assist,Charm,Faint Attack,Heal Bell,557,90,41,41,33,33,45
,,,,Skitty,12,Assist,Charm,Faint Attack,Heal Bell,167,34,15,13,13,14,17
,,,,Skitty,30,Assist,Charm,Faint Attack,Heal Bell,417,70,32,28,26,26,38
,,,,Delcatty,42,Assist,Charm,Faint Attack,Heal Bell,1242,110,59,59,51,51,63
Triathlete Kyra,1040,Route 115 Island,,Doduo,26,Pursuit,Fury Attack,Tri Attack,Rage,534,54,49,28,20,25,44
,,,,Dodrio,26,Pursuit,Fury Attack,Tri Attack,Rage,880,67,68,41,32,36,57
Black Belt Koichi,896,Route 115 Island,,Machop,24,Focus Energy,Karate Chop,Seismic Toss,Foresight,452,70,46,31,26,21,24
,,,,Machoke,28,Karate Chop,Seismic Toss,Foresight,Revenge,876,87,66,49,38,43,35
Ninja Boy Jaiden [2],312,Route 115 Island,,Ninjask,26,Double Team,Fury Cutter,Screech,Swords Dance,862,67,45,28,31,34,88
[2],,,,Gulpin,26,Poison Gas,Sludge,Amnesia,Encore,416,72,27,32,29,28,25
Expert Timothy [2],1080,Route 115 Island,,Hariyama,27,Arm Thrust,Vital Throw,Fake Out,Whirlwind,1064,121,76,43,36,43,34
Battle Girl Helene [2],624,Route 115 Island,Top,Meditite,26,Confusion,Detect,Hidden Power,Mind Reader,506,51,25,33,22,36,36
[2],,,,Makuhita,26,Arm Thrust,Vital Throw,Fake Out,Whirlwind,484,73,32,20,15,22,18
Psychic Alix [2],624,Route 115 Island,Top,Kadabra,26,Disable,Psybeam,Reflect,Recover,806,56,23,20,67,41,59
[2],,,,Kirlia,26,Double Team,Teleport,Calm Mind,Psychic,780,55,23,20,38,36,31
Old Couple John and Jay [2],3120,Meteor Falls,Waterfall,Medicham,39,Psychic,Fire Punch,Psych Up,Protect,1278,105,61,72,61,79,68
[2],,,,Hariyama,39,Focus Punch,Rock Tomb,Rest,Belly Drum,1536,170,107,54,45,61,58
Dragon Tamer Nicolas,1776,Meteor Falls,Waterfall,Altaria,37,Safeguard,Mist,Take Down,Dragonbreath,1490,106,54,76,61,95,68
,,,,Altaria,37,Safeguard,Mist,Take Down,Dragonbreath,1490,106,67,76,61,78,68
PKMN Trainer Steven,4680,Meteor Falls,1F Upper,Skarmory,77,Toxic,Aerial Ace,Spikes,Steel Wing,2772,210,136,244,99,136,136
,,,,Claydol,75,Reflect,Light Screen,Ancientpower,Earthquake,3037,198,119,185,146,208,140
,,,,Aggron,76,Thunder,Earthquake,Solarbeam,Dragon Claw,3338,215,195,302,119,107,114
,,,,Cradily,76,Giga Drain,Ancientpower,Ingrain,Confuse Ray,3273,240,151,176,151,171,102
,,,,Armaldo,76,Water Pulse,Aerial Ace,Ancientpower,Slash,3257,223,218,162,147,150,96
,,,,Metagross,78,Earthquake,Psychic,Meteor Mash,Shadow Ball,3510,236,239,231,177,169,138
